supplier_product_id,supplier_product_name,supplier_name,supplier_price,supplier_category,original_product_id
SUP-V2-00036,オフィスチェアー,株式会社ノースライフ,19500,家具,PRD-INT-00065
SUP-V2-00037,ダイニング椅子,サプライチェーンジャパン株式会社,9300,家具,PRD-INT-00067
SUP-V2-00038,人体工学チェア,東京インポート株式会社,18600,家具,PRD-INT-00066
SUP-V2-00039,ブック棚,大阪ディストリビューション株式会社,28300,家具,PRD-INT-00074
SUP-V2-00040,オープン棚,グローバルトレード合同会社,28700,家具,PRD-INT-00079
SUP-V2-00041,オープン収納棚,名古屋商事株式会社,11200,家具,PRD-INT-00082
SUP-V2-00042,折りたたみダイニング台,株式会社ノースライフ,18800,家具,PRD-INT-00085
SUP-V2-00043,ダイニング卓,サプライチェーンジャパン株式会社,3200,家具,PRD-INT-00089
SUP-V2-00044,壁かけ時計,東京インポート株式会社,28000,装飾品,PRD-INT-00098
SUP-V2-00045,現代風花瓶,大阪ディストリビューション株式会社,11300,装飾品,PRD-INT-00110
SUP-V2-00046,リモコン付きシーリング灯,グローバルトレード合同会社,2100,照明,PRD-INT-00032
SUP-V2-00047,ガラス吊下げランプ,名古屋商事株式会社,15900,照明,PRD-INT-00045
SUP-V2-00048,陶器の花瓶,株式会社ノースライフ,5500,装飾品,PRD-INT-00117
SUP-V2-00049,モダン調花瓶,サプライチェーンジャパン株式会社,11400,装飾品,PRD-INT-00110
SUP-V2-00050,写真フレム,東京インポート株式会社,11500,装飾品,PRD-INT-00128
SUP-V2-00051,GS-DL001 スタイリッシュデスクライト,大阪ディストリビューション株式会社,25600,照明,PRD-INT-00001
SUP-V2-00052,ホワイト LED調光デスクライト W16cm,グローバルトレード合同会社,5400,照明,PRD-INT-00006
SUP-V2-00053,Modern Desk Light,名古屋商事株式会社,27400,照明,PRD-INT-00003
SUP-V2-00054,Nordic Floor Light,株式会社ノースライフ,15700,照明,PRD-INT-00017
SUP-V2-00055,Dimmable Ceiling Light,サプライチェーンジャパン株式会社,11500,照明,PRD-INT-00025
SUP-V2-00056,Glass Pendant Lamp,東京インポート株式会社,27000,照明,PRD-INT-00042
SUP-V2-00057,Ergonomic Chair,大阪ディストリビューション株式会社,18900,家具,PRD-INT-00066
SUP-V2-00058,ライト フロア 北欧スタイル,グローバルトレード合同会社,26100,照明,PRD-INT-00014
SUP-V2-00059,シーリング LED 調光式,名古屋商事株式会社,29200,照明,PRD-INT-00030
SUP-V2-00060,【新作】モダンフロアライト★人気商品★,株式会社ノースライフ,10100,照明,PRD-INT-00013
SUP-V2-00061,【限定特価】デザインシーリングライト 送料無料,サプライチェーンジャパン株式会社,29900,照明,PRD-INT-00035
SUP-V2-00062,北欧風おしゃれペンダントライト インテリア照明,東京インポート株式会社,26000,照明,PRD-INT-00043
SUP-V2-00063,NR-FL2024 北欧風フロアライト ナチュラル,大阪ディストリビューション株式会社,12100,照明,PRD-INT-00020
SUP-V2-00064,ブラック ゲーミングチェア メッシュ素材,グローバルトレード合同会社,23800,家具,PRD-INT-00071
SUP-V2-00065,OAK天然木ダイニングテーブル 4人掛け,名古屋商事株式会社,14900,家具,PRD-INT-00092
SUP-V2-00066,MS-VS003 ガラス花瓶 クリア Lサイズ,株式会社ノースライフ,21300,装飾品,PRD-INT-00111
SUP-V2-00067,壁掛け式アナログ時計 ウッドフレーム,サプライチェーンジャパン株式会社,14200,装飾品,PRD-INT-00106
SUP-V2-00068,Standing Desk Height Adjustable,東京インポート株式会社,21200,家具,PRD-INT-00058
SUP-V2-00069,Bookshelf 5-Tier Wooden,大阪ディストリビューション株式会社,26200,家具,PRD-INT-00084
SUP-V2-00070,折りたたみ式コンパクトテーブル ホワイト,グローバルトレード合同会社,22200,家具,PRD-INT-00087
SUP-V2-00071,L-Shaped Desk with Storage,名古屋商事株式会社,23800,家具,PRD-INT-00051
SUP-V2-00072,オフィス用回転式チェア 肘掛け付き,株式会社ノースライフ,29500,家具,PRD-INT-00069
SUP-V2-00073,調光リモコン付シーリングライト 8畳用,サプライチェーンジャパン株式会社,21600,照明,PRD-INT-00034
SUP-V2-00074,アンティーク調振り子クロック,東京インポート株式会社,29700,装飾品,PRD-INT-00104
SUP-V2-00075,3段オープンシェルフ ウォールナット,大阪ディストリビューション株式会社,10700,家具,PRD-INT-00078
SUP-V2-00076,モダンインテリア陶器花瓶 マットブラック,グローバルトレード合同会社,6500,装飾品,PRD-INT-00120
SUP-V2-00077,ペンダント型ガラスシェード照明,名古屋商事株式会社,23900,照明,PRD-INT-00044
SUP-V2-00078,GlacierStyle Original L字型ワークデスク,株式会社ノースライフ,26800,家具,PRD-INT-00050
SUP-V2-00079,吊り照明 モダンペンダント,サプライチェーンジャパン株式会社,3700,照明,PRD-INT-00040
SUP-V2-00080,収納棚 ディスプレイ型 5段,東京インポート株式会社,7900,家具,PRD-INT-00083
SUP-V2-00081,机の上で使うLED式の明かり,大阪ディストリビューション株式会社,5400,照明,PRD-INT-00006
SUP-V2-00082,おしゃれな吊り下げ照明器具,グローバルトレード合同会社,11300,照明,PRD-INT-00041
SUP-V2-00083,テスクライト コンハクト型,名古屋商事株式会社,24000,照明,PRD-INT-00007
SUP-V2-00084,天井にぴったりつく平らな照明,株式会社ノースライフ,11800,照明,PRD-INT-00031
SUP-V2-00085,事務用の回転する椅子,サプライチェーンジャパン株式会社,9400,家具,PRD-INT-00068
SUP-V2-00086,本を並べる家具 木製,東京インポート株式会社,26100,家具,PRD-INT-00084
SUP-V2-00087,床に置くスタンド型の間接照明,大阪ディストリビューション株式会社,13700,照明,PRD-INT-00016
SUP-V2-00088,リビングの大きな食卓,グローバルトレード合同会社,29800,家具,PRD-INT-00094
SUP-V2-00089,たためる簡易テーブル,名古屋商事株式会社,5100,家具,PRD-INT-00091
SUP-V2-00090,PCゲーム用の椅子 リクライニング付,株式会社ノースライフ,23100,家具,PRD-INT-00071
SUP-V2-00091,壁に飾る写真入れ,サプライチェーンジャパン株式会社,5200,装飾品,PRD-INT-00121
SUP-V2-00092,北欧テイストの間接照朋,東京インポート株式会社,9000,照明,PRD-INT-00019
SUP-V2-00093,おしやれな花を飾る器,大阪ディストリビューション株式会社,24000,装飾品,PRD-INT-00109
SUP-V2-00094,ワーキングテーブル 高さ調整可能,グローバルトレード合同会社,20200,家具,PRD-INT-00059
SUP-V2-00095,時を刻むインテリア 振り子式,名古屋商事株式会社,7600,装飾品,PRD-INT-00100
SUP-V2-00096,デスクマット クリア A3サイズ,株式会社ノースライフ,1980,文具,
SUP-V2-00097,フロアクッション 北欧柄 丸型,サプライチェーンジャパン株式会社,3480,インテリア雑貨,
SUP-V2-00098,シーリングファン ホワイト 羽根付き,東京インポート株式会社,15800,空調,
SUP-V2-00099,ペンダントトップ シルバー925 チェーン付,大阪ディストリビューション株式会社,8900,アクセサリー,
SUP-V2-00100,テーブルクロス リネン ナチュラル 130×180,グローバルトレード合同会社,2480,テーブルウェア,
